Segment,TimeStart,TimeEnd,S1_RMS,S1_MeanFreq,S1_MAV,S1_Trend,S2_RMS,S2_MeanFreq,S2_MAV,S2_Trend,S3_RMS,S3_MeanFreq,S3_MAV,S3_Trend,S4_RMS,S4_MeanFreq,S4_MAV,S4_Trend,S5_RMS,S5_MeanFreq,S5_MAV,S5_Trend,S6_RMS,S6_MeanFreq,S6_MAV,S6_Trend,S7_RMS,S7_MeanFreq,S7_MAV,S7_Trend,S8_RMS,S8_MeanFreq,S8_MAV,S8_Trend
1,0,20,0.007939251547323408,113.3205434447088,0.00591778921623124,3.7612901211003115e-06,0.012344486672404903,116.36349040224839,0.010499914897165091,-3.8108213704764166e-05,0.016616975841993127,108.44999431048724,0.012737520642420393,-1.351538717810522e-06,0.035583387552502406,97.5431680884098,0.02631142070991821,-4.333241720178485e-06,0.009675891016789484,91.69531329695533,0.007594674088779481,1.776099653519678e-06,0.023546794846170588,80.17237035495303,0.022317262356070833,-2.048971955964454e-06,0.013633586008372658,125.0565986069818,0.01283317964742317,-7.639996092180882e-06,0.021183443223388474,121.28394429489657,0.019880249368696895,1.1600685885277205e-07
2,20,40,0.007676808968790921,109.81066578163973,0.00564830486797697,-7.624000291012805e-06,0.012052676882576547,114.64218448312926,0.010510996410561841,1.4879881046692694e-05,0.014737924196364117,105.35468880593918,0.01134444035735557,-1.8545065681744832e-06,0.03225181577403165,95.32696751816039,0.024022078109986106,1.2255042340365733e-06,0.00892302120265941,91.04430756938964,0.0071863789994044075,3.217292931346714e-06,0.023334486335898158,84.07079469101673,0.02228618420091324,1.0395307229663244e-06,0.013621546944126466,126.63590168794121,0.012877269418304547,-9.972297276305367e-07,0.02088613271772476,126.67969497562214,0.01978554144133413,-3.334123505335836e-06
3,40,60,0.007464776588843716,110.17750515160247,0.005542343402819138,4.1294740821864555e-06,0.01250435659122475,117.14452302818913,0.010716240682946198,-8.077836687068584e-06,0.016054477621420503,111.37442986981658,0.012004247845940043,4.502599060518962e-07,0.030955818120997788,95.10948208168313,0.022649852567004167,2.018393114767976e-06,0.008748605512632223,95.65315906235965,0.0069021570339487795,-3.3821729871241517e-06,0.023380954000727934,83.41477741984912,0.02235260423267818,-1.260799241796073e-06,0.013615866199807786,121.86379563703383,0.012905287929323012,7.714216354487798e-07,0.020908439380235178,118.87047034620889,0.019786168461385745,-7.871797996315692e-08
4,60,80,0.006445650732262527,113.63353427671953,0.004882754369664483,-5.084192802131334e-06,0.012532883604307687,118.44148111346249,0.010756895036728211,2.1606558389710434e-07,0.016277340677513817,114.07174329857678,0.012335741044272383,-1.214897158968194e-05,0.028439569843597426,94.54219218236435,0.02022378570577725,-4.585464505627115e-06,0.007319604454832752,99.90182314738269,0.005909234901727219,6.6196875751144145e-06,0.023213970057860658,85.16768886909189,0.02231944689299186,-1.6242270742041356e-06,0.013480786474987374,127.10524592098638,0.012844573134802462,-4.176072337481058e-06,0.020500635761564516,135.85608795178007,0.019706381056184236,1.613862696129153e-06
5,80,100,0.006577174663435033,109.11111181554497,0.004915550962874726,4.791665861849541e-06,0.012905387768089251,115.85709398166841,0.010889547766527695,1.6444388691195336e-05,0.01742121257291991,114.37391966597006,0.012878016930712726,2.3567438785197017e-06,0.026958644236571117,91.35380013214619,0.019065282898550726,8.260872271559585e-06,0.007498834183172786,105.47817128410229,0.0059504288663887244,-2.0911768058632845e-05,0.0233611039880647,88.16949931488831,0.02228764930315664,-2.9813237747976054e-06,0.01354472911483469,121.12854189211717,0.012888919809410362,-1.2354397544370909e-06,0.02068381343292175,110.8199558247534,0.01970807398848521,-1.9734237128686967e-06
6,100,120,0.005566286976613444,112.41621075181689,0.0042435768006035095,-4.587299750455389e-06,0.012589671260109505,115.49785441398721,0.010763091995553085,-3.900578405517489e-06,0.016372450453159278,113.32837187424414,0.01243611677122211,7.90304585050039e-06,0.026986133765377774,95.39757363449988,0.019349774513618676,8.146403092327715e-06,0.007211924083012001,100.97281865524307,0.005864068923211309,-9.613609622261745e-06,0.023205089457470744,84.28492343873573,0.022290216783133487,3.022937412598651e-06,0.013275609938508568,126.31437492012064,0.012734373953783847,1.1852165482327907e-05,0.02021751208634693,134.65630216676843,0.01966202304454856,1.5193138067050786e-06
7,120,140,0.005145216025266492,115.06997556477145,0.0039161432082588845,1.8001805642728845e-06,0.012427097517477946,114.18377545392038,0.010756028997419098,-5.997128847146195e-06,0.015535318954072324,111.31637733571856,0.011893254623783997,1.6180903489514697e-06,0.02677081968666072,94.88145712614818,0.01926611569188009,-1.1604020873050527e-05,0.006979747319298053,101.31708376556108,0.005706882255310701,2.258309245443461e-06,0.022982482624580684,84.21455652468865,0.022268782354576137,-9.585414227875182e-07,0.013176579784097078,131.36755622316704,0.012720457363510027,-8.87704655441621e-06,0.020142262859545606,136.8916395884201,0.019638599078816755,2.094051385927773e-06
8,140,160,0.005605735048985588,112.01011019327386,0.004233555326583283,3.3082347879642433e-06,0.012895808283530149,108.4820142594161,0.01103157902322811,-2.8292843210755286e-06,0.01755923594829144,103.75013454653515,0.013344090220369266,-1.302611508720554e-06,0.029963388624100272,94.72584977476821,0.02101092796108795,-8.10663448785756e-07,0.007346595054803028,103.469420233688,0.005933807222553107,9.773195292280886e-06,0.02314207743475363,88.10366221628112,0.022267182390311693,3.439879401241124e-06,0.013347657525136208,130.17658324585878,0.01280009302759579,5.079058916092226e-07,0.02033035847786101,132.96731274647215,0.01970193209053008,6.826222077905736e-08
9,160,180,0.004982791187516122,113.40236793419517,0.0038064893269803457,7.094586679192705e-07,0.01256408004212433,111.37697213456946,0.010768518499106611,3.492025571473317e-05,0.01674791402807741,107.98122432431478,0.012740859297200714,-6.0083252958878384e-06,0.029224665408473523,94.55844870726726,0.020637047929323013,-6.596921869468142e-06,0.007068316717853301,101.95652162689893,0.0057303350605519155,-9.534523846611052e-06,0.022926107937468916,86.94850607640792,0.022265843132817154,9.095445965520582e-07,0.013232786044504383,129.66340975911731,0.012766370109191981,3.105493517491402e-07,0.02019525150610664,137.19564529899534,0.019706638912050822,-2.830538902306005e-07
10,180,200,0.0049989627899033814,111.18536064560617,0.003818125951955529,-4.848415896092654e-07,0.012494437988532787,105.68379014769238,0.010769158316458211,-3.274978027743807e-05,0.01651595038604549,101.2897703008417,0.012641642600754417,-1.870712979684244e-05,0.029867735714680016,93.32515175005398,0.021076555183641058,-7.563981214629927e-06,0.007244274866370759,98.29938212412661,0.005854637780424856,9.04606917912501e-06,0.02301854397818822,87.43089991592188,0.02228241867381378,-2.38687043746625e-06,0.0130893159578123,130.18057491776844,0.012647432404208854,6.2873343212600444e-06,0.020226194657486055,132.33779813996722,0.01973471709350804,-1.3040966903918908e-06
