Window,TimeStart,TimeEnd,S1_Envelope,S2_Envelope,S3_Envelope,S4_Envelope,S5_Envelope,S6_Envelope,S7_Envelope,S8_Envelope
1,0.0,0.2485588,0.01041415854766166,0.0036392472848518734,0.0033557403040558407,0.0033749285989384758,0.0039328043973393305,0.0020100755106187257,0.003587197803914411,0.004012885458848989
2,0.2493529,0.4979118,0.012818185385305268,0.004555206885821918,0.004429784639524093,0.004287134223962558,0.005271764600671799,0.002719226948475451,0.004454326306415318,0.005515402253139969
3,0.4987059,0.7472647,0.012505725025684367,0.004320096057136066,0.004902480145600919,0.004111632005557845,0.0047348646262624135,0.0026719953083524256,0.004490526821798848,0.0054898550165697465
4,0.7480588,0.9966176,0.011672192488508978,0.005217652023993546,0.0046806928863247915,0.0036199788642822723,0.0051148330164411645,0.0028438716409568076,0.0044882411815433485,0.004986562643673037
5,0.9974118,1.2459706,0.012713409218401315,0.005119806281296784,0.004722995816427913,0.0043796452442883245,0.006166024103742172,0.003083496551765482,0.004821880911291392,0.005848963787529274
6,1.2467647,1.4953235,0.012881879627786927,0.0054531258891830706,0.004647556594125607,0.004233538026854362,0.005953081060139149,0.002963426222082656,0.005016336852892292,0.005770258954024285
7,1.4961176,1.7446765,0.012658899489755855,0.005801140262417307,0.005261283940288517,0.005017961565583855,0.00598552200863026,0.0036520172431283786,0.005748290413473713,0.005841348942003506
8,1.7454706,1.9940294,0.011686053140472809,0.005277157221545538,0.005894222846812812,0.004754445979907275,0.005076396646684944,0.003564483259608173,0.006529870268660647,0.0048882741149243744
9,1.9948235,2.2433824,0.011582185670771222,0.005154498192296812,0.006419270565586767,0.004780085438628131,0.004840752455845059,0.003962443652043926,0.006140945248154655,0.005154769234848943
10,2.2441765,2.4927353,0.010882653862042888,0.005680803356785077,0.006342607393165632,0.005228719118755714,0.006196906976854476,0.003490114803441585,0.005915332532943368,0.005314377939602496
11,2.4935294,2.7420882,0.011467920542372268,0.006099654990283582,0.005160527109649567,0.004631628615177456,0.005676109661321603,0.003220030324349487,0.00505247099529144,0.0049686500505615495
12,2.7428824,2.9914412,0.01236157862502949,0.00587134860764805,0.006177373490351513,0.0045559899493176174,0.004266867421586361,0.0031417958908215447,0.0054823907391584065,0.004852005390217657
13,2.9922353,3.2407941,0.011281738340423697,0.004915797624463943,0.005217417008378137,0.004767549221027794,0.00598743962755072,0.0035699946530550987,0.00586366544112276,0.004925046069730663
14,3.2415882,3.4901471,0.011422968760101663,0.0064024797029248156,0.00587752752853384,0.00479265074980812,0.005639361017755949,0.0035812939805675184,0.006103429778142857,0.005021458230232491
15,3.4909412,3.7395,0.011696803604154529,0.005756227064529621,0.0050643241111915545,0.0037644149837410368,0.004299252983558047,0.0026817525790296644,0.004422874817304418,0.004782512478045687
16,3.7402941,3.9888529,0.013232075268622452,0.006234300432338962,0.008343010405955307,0.004837653536465795,0.004248371664562587,0.0031542325935389796,0.005822584927221235,0.00565554097520313
17,3.9896471,4.2382059,0.014753574841132247,0.006471026022115187,0.008139400724679797,0.005415453743746377,0.005949482022518512,0.003343516037899004,0.005937917941355439,0.006183079634314489
18,4.239,4.4875588,0.014759027937937593,0.006507805768744266,0.0058664256857288485,0.004123062332910875,0.005935061399757327,0.0033502736352591313,0.005318060698891835,0.006182774262966241
19,4.4883529,4.7369118,0.013056283200348065,0.005356923039655381,0.007877102864782664,0.005679807512828489,0.004365508887288289,0.002858437030225596,0.005866749825154156,0.005440996896760148
20,4.7377059,4.9862647,0.014333130744915509,0.005964754723538064,0.008575986061509475,0.006150939094514767,0.006130194354595907,0.004380860567613178,0.006663550276440632,0.006967125959259653
21,4.9870588,5.2356176,0.01414644330698413,0.006031862207114145,0.005592582866123014,0.004635129567126638,0.005310478362886741,0.0031109061628351174,0.005178429768032633,0.006460013137475625
22,5.2364118,5.4849706,0.014195396270924799,0.00604544912096752,0.008601259525342568,0.005371121206296294,0.003790258599948416,0.00226570659453188,0.004730838935628823,0.005354621202775726
23,5.4857647,5.7343235,0.012011287914323526,0.005714053135132703,0.007365623564911605,0.004646860635979154,0.004522764448976222,0.003202331221257835,0.005631332379760514,0.005236617046268894
24,5.7351176,5.9836765,0.013643473067969125,0.00543652811324286,0.006256031505705489,0.005121195334615818,0.007239377850164549,0.004940853558826082,0.00811291619447134,0.00893818761119911
25,5.9844706,6.2330294,0.013580928999940251,0.005872248036347981,0.006396205069361356,0.004945216797863487,0.00406615752311355,0.003506085946871652,0.006814979452688092,0.006295355029888605
26,6.2338235,6.4823824,0.014278855521473507,0.007015786216785782,0.00650163428267823,0.005039744514657735,0.004380342148576865,0.0033560763393282256,0.006503042011595535,0.006250785426044209
27,6.4831765,6.7317353,0.01442528103352872,0.005119456696789288,0.0044109353974925766,0.003919355839155092,0.0052088568095719386,0.00282500676759156,0.005668712181471088,0.005413363488393721
28,6.7325294,6.9810882,0.01390085777435973,0.00465403521267392,0.00434163679519301,0.0045843611972428335,0.0060856390145731356,0.002924789354859557,0.005523851875976423,0.0060708678924399516
29,6.9818824,7.2304412,0.014154312996624483,0.0053206511740242855,0.004530185717603934,0.004255016139804624,0.005499930428597365,0.0029667416900550966,0.00585781844012315,0.005592483271930992
30,7.2312353,7.4797941,0.013384867029338226,0.005614295997806551,0.005785025111045062,0.004389289390155254,0.00590180496769002,0.0036102881667327666,0.006323849303689264,0.0055368810360481874
31,7.4805882,7.7291471,0.013332512515838193,0.005575749311522034,0.0051605090516770626,0.004116710588124706,0.004156209758898787,0.0027252512708247803,0.0050702080052863075,0.005438655437795876
32,7.7299412,7.9785,0.013004221089573595,0.0055566584969477814,0.005466571040618475,0.0038145689663177367,0.004168770584019626,0.0036754564102971414,0.005938887169602564,0.005208214070371651
