Window,TimeStart,TimeEnd,S1_Envelope,S2_Envelope,S3_Envelope,S4_Envelope,S5_Envelope,S6_Envelope,S7_Envelope,S8_Envelope
1,0.0,0.2485588,0.003295635460887914,0.0044781318734050685,0.010492668730261107,0.010971783614883147,0.009085771984460853,0.006917439654187035,0.008185836431575387,0.003368598498894373
2,0.2493529,0.4979118,0.0030818491887711847,0.0042826288246342915,0.009653242680481056,0.01039962147743097,0.006689525407943418,0.007006806608391534,0.009297381158695118,0.003883071460554967
3,0.4987059,0.7472647,0.0029725490436169886,0.004150506927060295,0.009144941405261547,0.011114928447905058,0.005552903459746257,0.007587001532991887,0.011500970178521695,0.003767354845685811
4,0.7480588,0.9966176,0.003198975359349907,0.004012708672398441,0.008617089061490429,0.011249025394406403,0.007104487108106518,0.0071379119064486525,0.009615506404742322,0.0036943083399336965
5,0.9974118,1.2459706,0.003539437180672879,0.005130648086299902,0.011575793478873522,0.011827692405844078,0.01147712102970645,0.006244072075683284,0.007733227906686357,0.00382874013694919
6,1.2467647,1.4953235,0.0034381668483631595,0.005713497226528836,0.012323136345157942,0.011299587528214932,0.010652784173686466,0.0060158121950837345,0.006836409388432442,0.0038498340684611563
7,1.4961176,1.7446765,0.003193712160914069,0.004409405659916602,0.010208690649144782,0.011955187422659504,0.007307918467143893,0.00663907516060118,0.009595346493236446,0.0037026445630019655
8,1.7454706,1.9940294,0.004378789582594119,0.0034669928464584106,0.009894525749180944,0.010814242468452646,0.005503114470594581,0.008267277449474673,0.014573386755860061,0.005002305080432563
9,1.9948235,2.2433824,0.003348027128366008,0.004842966240590165,0.012230232457216418,0.013891929078154045,0.009313036616198223,0.0063536062158666045,0.010462076707161384,0.003925577707039824
10,2.2441765,2.4927353,0.003564754678628563,0.0064153646742707415,0.01500872677992339,0.01183565170037896,0.011650607803390067,0.006754984323449959,0.007629458950997398,0.0033175054085474135
11,2.4935294,2.7420882,0.003787555528545532,0.005311055434511984,0.012367193916662848,0.011421903343114012,0.010220153824748435,0.007463093472202541,0.009904885089864077,0.0038068573590383037
12,2.7428824,2.9914412,0.003557662563703213,0.0035764434590731353,0.009000460054742445,0.011093235392009997,0.006381181020288347,0.008041924974169636,0.01332458061458671,0.004116243458318122
13,2.9922353,3.2407941,0.0029561029423341074,0.0040265315023233425,0.010818539584922142,0.010328629748847764,0.0053041435626522224,0.006201820051132482,0.010925424261187084,0.0038063600117976457
14,3.2415882,3.4901471,0.003116981204422291,0.0035251019520152523,0.00938142363818812,0.012567715331374577,0.006769250628391672,0.0060990280678396335,0.010944768830483478,0.0036808737406611924
15,3.4909412,3.7395,0.004158047117956089,0.0056719650032604745,0.013013296977028485,0.015042398467472578,0.011876224113378636,0.0065354593800066455,0.011608597072449992,0.004395202272254869
16,3.7402941,3.9888529,0.0044868343318060794,0.005406900457337966,0.012328561115666941,0.013236440721606518,0.011066046708621163,0.00819632936950104,0.012890640784297108,0.004597786944053491
17,3.9896471,4.2382059,0.003776640200885231,0.003856379513914624,0.012107527412974734,0.014230664211526523,0.007425503332746782,0.009046878160066059,0.014663543877849688,0.005031070320575202
18,4.239,4.4875588,0.0036173781077939674,0.004703424111874852,0.012319401294859963,0.014271893777864064,0.01061293609376989,0.0071017311259838,0.011115606559452639,0.004603438793032744
19,4.4883529,4.7369118,0.00376967298496453,0.006233296667560049,0.014126905169327821,0.01417584047702511,0.010979527681099452,0.006800346143510391,0.009531062389076878,0.0041564669272452
20,4.7377059,4.9862647,0.003271059862896153,0.005439924947294298,0.011166608831466258,0.009354743066510041,0.007576544149167582,0.006738281755252438,0.009464717847175903,0.003850232987731235
21,4.9870588,5.2356176,0.0034381141153345587,0.004333837057015134,0.010684421885105244,0.009495694068300073,0.005185580523791022,0.0068273719402319735,0.010217045987833627,0.004053191141447008
22,5.2364118,5.4849706,0.004435992274956009,0.004721389063152225,0.011879012391276773,0.0085009608883127,0.004729745479457178,0.0070680082837117734,0.012367412509638978,0.0053900349097513916
23,5.4857647,5.7343235,0.005199577926172689,0.0069272000228338985,0.015881345865040718,0.010527158617766189,0.011278108543250785,0.0060936167031224635,0.009953048181283694,0.0047341536579172385
24,5.7351176,5.9836765,0.0042566441144639994,0.004521382096427012,0.010750882909250463,0.010364466591376114,0.00868317694237185,0.008737501724218652,0.012713565708945664,0.004141503917352734
25,5.9844706,6.2330294,0.004431251296271228,0.003789203870302525,0.010343901681227487,0.009065994050322827,0.005714786456706439,0.009170549080404749,0.01362231593211819,0.006316127336922608
26,6.2338235,6.4823824,0.005142198755601323,0.007245818495553984,0.01651567574770864,0.01544382741929474,0.01246219829003552,0.007774904922581202,0.009860953005760413,0.005515287530080791
27,6.4831765,6.7317353,0.0048151741108698395,0.0062577517257021735,0.013179328151872682,0.01335927066568609,0.013467993264743988,0.007300618375629522,0.01169870302655643,0.005851392445794469
28,6.7325294,6.9810882,0.004073360796876098,0.004509229332150636,0.009963780664321931,0.010920622316998727,0.006632335816791562,0.00657018190780205,0.013008147374874329,0.00531406159214688
29,6.9818824,7.2304412,0.0039068917397759575,0.004848985804953456,0.011913309175028596,0.011413163461612539,0.00929630207767188,0.006642786147007952,0.00990739492642638,0.004459991208279142
30,7.2312353,7.4797941,0.0038614510859858986,0.005916403806366099,0.01269216978852402,0.012309833829603037,0.011647702204292171,0.006719837495551466,0.008821345151185963,0.004510220893161306
31,7.4805882,7.7291471,0.0036870582004642685,0.004851531422806641,0.011255131568974843,0.010790911108587117,0.007989183112230853,0.00611841856532727,0.010990530631121364,0.0043396841351810815
32,7.7299412,7.9785,0.003750382540983546,0.004482410564284102,0.011268713794349664,0.011507108341202624,0.005078664948305487,0.006372445971993276,0.012366993840843384,0.004760315903192679
33,7.9792941,8.2278529,0.00457715251822283,0.00538687820159699,0.011753710515623003,0.012972502693760707,0.010604618035690877,0.007081461416033064,0.012881735413171226,0.005692543779918218
34,8.2286471,8.4772059,0.003974894169247761,0.005325945572107416,0.011672119079203512,0.011800575292863184,0.011966244974189093,0.00804533012247825,0.009457110870771184,0.005127701898875798
35,8.478,8.7265588,0.0036121024709470026,0.004695879894811012,0.010500301818664043,0.01168369217068281,0.0076444904185693306,0.0075557630321861,0.011587425785897004,0.004432142258457385
36,8.7273529,8.9759118,0.004644499714832156,0.004338640455215575,0.010795622580444704,0.011516953371673022,0.0074804742277399,0.009425661684202662,0.01447480101588652,0.005304147562104509
37,8.9767059,9.2252647,0.004029027490525742,0.006647925386000153,0.013888790261890962,0.013598070869584549,0.012845375954045609,0.00681751142964658,0.010279358786783106,0.004780151480255899
38,9.2260588,9.4746176,0.004325573884208334,0.005451620341859399,0.012173506576417484,0.014043623565839354,0.012190995667838583,0.00816906921437385,0.010316953516468,0.00517662582507009
39,9.4754118,9.7239706,0.004435136368009624,0.00451599374617395,0.011637927281528865,0.01426763487874532,0.007271951521714483,0.007644472093400298,0.013675912302402405,0.0055529577996946905
40,9.7247647,9.9733235,0.004379218041827712,0.005043727182799699,0.012136720585818123,0.011837747078611918,0.011053604046625032,0.00812037039272672,0.013693103606845577,0.00511197522635268
41,9.9741176,10.2226765,0.004653227063007793,0.00534486566789263,0.010367817906234538,0.010871097373668257,0.010898861741265023,0.006604598995760937,0.009739523122384706,0.004798993074437078
42,10.2234706,10.4720294,0.00404781659332611,0.0039358412627201605,0.008996354688855394,0.01136741819366461,0.007278223731105399,0.00666292215609672,0.011107069683004837,0.004427835329975165
43,10.4728235,10.7213824,0.0038556756188024436,0.004669687382683771,0.01028418593873295,0.013009691272631775,0.006003441445125981,0.004952113320927173,0.01086392489222772,0.003971478204658311
44,10.7221765,10.9707353,0.004517297126366246,0.005771105322217279,0.011406743172761942,0.01144277328724478,0.009737977274086273,0.0045119409384809,0.009653129810440114,0.004943701624443244
45,10.9715294,11.2200882,0.003830360232742763,0.004077472523265985,0.00937071635425418,0.010022637416271879,0.007273061514839142,0.0070031021077317495,0.011060488600326214,0.004816211783472995
46,11.2208824,11.4694412,0.0037356966429606883,0.00426701784430606,0.009995464070157532,0.009662529380213163,0.004577898301838773,0.0054332540321418935,0.01015348532021387,0.004824194552455712
47,11.4702353,11.7187941,0.004242069793171488,0.006145007052674516,0.013500560025343519,0.009897145604758965,0.007127248500395625,0.004946087502082457,0.009296055533444507,0.004074930858343005
48,11.7195882,11.9681471,0.004033250332731096,0.0056446142216957,0.011497175608885564,0.011534822861343162,0.006773071543467514,0.006729262179261476,0.01102988243866023,0.004795293317709256
49,11.9689412,12.2175,0.00283353564002381,0.005168681025526215,0.01198907833888763,0.010282841737027853,0.007631930281109616,0.0066024091151182535,0.008950843951461568,0.0034503273453768244
50,12.2182941,12.4668529,0.0026547854267107043,0.004579416389091216,0.011345537416597896,0.008771020737831346,0.008415841829214742,0.007378148700344807,0.00891006694962393,0.003260419604389588
51,12.4676471,12.7162059,0.003090981600836304,0.00467982043796681,0.0111805000082919,0.007320876091871263,0.007686296512466576,0.006952551503345702,0.006904331244924301,0.0035642741413631405
52,12.717,12.9655588,0.002697157714265371,0.004517330495644951,0.011419789890413017,0.0074268552419135,0.007892541188454782,0.00796079988375596,0.007099694000096822,0.0033646490346072176
53,12.9663529,13.2149118,0.0030858667864743753,0.004767002365029684,0.0114187563493701,0.007771777689446113,0.007842180370558711,0.007424703528162806,0.005819838149548131,0.003595945661964864
54,13.2157059,13.4642647,0.0031075361452674393,0.005197702481705895,0.010950191196349962,0.006567491708931797,0.006581922518218888,0.007004799719272388,0.006308337437709303,0.004082135442868128
55,13.4650588,13.7136176,0.003090615148220167,0.005476832541521327,0.010590560191991713,0.008041692731248279,0.008077994682841259,0.007267797325849564,0.005808409772239144,0.0037261203281219743
56,13.7144118,13.9629706,0.002942975501028921,0.004508079533854564,0.010291955339398065,0.008289806878742605,0.007453999483171441,0.00749654584275265,0.0057231208192765354,0.0036872671225508984
57,13.9637647,14.2123235,0.0036775562488870076,0.0037379623867923764,0.009328101173438219,0.008168749052395608,0.006615444892058223,0.00676944207234375,0.00892001755873447,0.004816255614668234
58,14.2131176,14.4616765,0.004380974489672134,0.005338593737766904,0.012754376520873911,0.010538639013944048,0.009250722439403655,0.007005494070107219,0.007233481175891195,0.00513369366002373
59,14.4624706,14.7110294,0.003981790065792446,0.004969616911578925,0.010653176827471843,0.007854938205988694,0.007829258136445682,0.008982454935516483,0.008876412186145313,0.00448009407572859
60,14.7118235,14.9603824,0.0039250779155592065,0.004536184937220702,0.00842615303565383,0.008849728637375612,0.008123951042785241,0.008464197489964754,0.010235699421908521,0.004536431319125978
61,14.9611765,15.2097353,0.004259197821488242,0.005402466773952628,0.009430077454846192,0.008354844297057577,0.01009188256724656,0.007832348502062873,0.008582214772978441,0.004891176496272835
62,15.2105294,15.4590882,0.004260010847074443,0.005900268141838098,0.012237680473902297,0.009885276311087139,0.010290209111169754,0.0078771439250431,0.007172446161491353,0.004377783324301319
63,15.4598824,15.7084412,0.00354015042199633,0.0037105484513806947,0.00849220582035062,0.009897826638966226,0.00754849622897528,0.00949663778691372,0.012141702843509917,0.005118445467689323
64,15.7092353,15.9577941,0.0035901428081903494,0.003603535182961409,0.008881371645471233,0.00994269287004134,0.00818603076211822,0.008551725255516155,0.012198820026512588,0.004521190967767937
65,15.9585882,16.2071471,0.0035829479070817087,0.005858751538159079,0.0130932157602131,0.012376398100666429,0.010706588835472168,0.006349325654647476,0.007988918189530306,0.003735941012906541
66,16.2079412,16.4565,0.003844239019013118,0.004546180795157821,0.01017513227719862,0.009611135791479396,0.007883521210650843,0.008463380721634689,0.0084921802317226,0.004134504577266406
67,16.4572941,16.7058529,0.0043776743965038105,0.0036287815117828732,0.0077813697443083335,0.009420768133350778,0.006077407642639522,0.009069153668783445,0.011365076350409939,0.004970123807480353
68,16.7066471,16.9552059,0.004669029007214747,0.00488406650829363,0.013065402691750662,0.010920545901270003,0.009262254948200415,0.007621887410047319,0.010941324651994776,0.005704666653568405
69,16.956,17.2045588,0.004046499994004651,0.00650339458479021,0.014237852417071203,0.012199559824751313,0.010673762533010231,0.005489815561493809,0.007142440713094615,0.0047142216082343555
70,17.2053529,17.4539118,0.004523537810846257,0.003947554583807922,0.01056809809637156,0.010571316734432536,0.006711789694656105,0.009083093390912646,0.013754876912234305,0.006323926984251731
