Segment,TimeStart,TimeEnd,S1_RMS,S1_MeanFreq,S1_MAV,S1_Trend,S2_RMS,S2_MeanFreq,S2_MAV,S2_Trend,S3_RMS,S3_MeanFreq,S3_MAV,S3_Trend,S4_RMS,S4_MeanFreq,S4_MAV,S4_Trend,S5_RMS,S5_MeanFreq,S5_MAV,S5_Trend,S6_RMS,S6_MeanFreq,S6_MAV,S6_Trend,S7_RMS,S7_MeanFreq,S7_MAV,S7_Trend,S8_RMS,S8_MeanFreq,S8_MAV,S8_Trend
11,200,220,0.003630168456931057,114.5960900555279,0.002841764539823712,-4.130177094092541e-06,0.011950250898999119,110.1720411612742,0.011075329043913285,-3.6652931610076597e-06,0.011851554788399851,145.21311871948137,0.008631859969824506,2.0147073567907027e-06,0.01788402353029502,102.68503262806726,0.013983817156356708,2.520851098013461e-06,0.006669947363741917,128.54945596430434,0.005519066084332566,1.1409149249656034e-05,0.022442258254115912,120.6986446694555,0.02229743752481537,-1.6227138391329438e-06,0.012532922176751752,94.36448317782529,0.012147793250218376,4.791162790481467e-07,0.02056724463720142,69.47483580765186,0.019728744004605732,5.0770544145139306e-08
12,220,240,0.00355200597241685,115.43119865863453,0.002782281897955132,-1.359233511678241e-06,0.01200964244624596,108.93441655804695,0.011123387941234861,3.6503871037768606e-06,0.011857812498931804,141.45254403992112,0.00865580879491761,7.842549451401382e-07,0.019089853054879584,103.70760591528436,0.014657268600357357,-3.071431385909501e-06,0.006974615044343694,127.42094885258344,0.005687681342068691,-4.187922543087432e-08,0.02244248485171755,115.46891488495167,0.022281401695453642,2.7655874160172153e-07,0.012527618392939536,109.6500716661079,0.012139264665475482,4.4643583706513033e-07,0.020494820834324724,68.26040186210611,0.01968872661504864,-2.330409238884658e-06
13,240,260,0.0035948172544364096,112.42922652258888,0.002819210970815962,2.948329577738685e-06,0.012008403660383074,108.40529090450707,0.011096922422076633,-9.627786353295172e-06,0.012328887798993401,145.44514483778227,0.0090004316855271,-4.4878082774427965e-06,0.01914946494353584,103.88611702863628,0.01465662194560254,-1.7251404872069618e-05,0.007387073646056795,133.4525931918035,0.005802306817550129,5.813958427952489e-06,0.02239712002903344,122.0530811269047,0.022244226313281712,-2.353171699287513e-06,0.012493184614065943,96.89763025564362,0.012118497764542385,8.0099424545885e-07,0.02050270342886942,67.80492703360022,0.019711659757792335,-9.552507351747299e-07
14,260,280,0.003541571523792423,114.84063889865213,0.002744826575342466,1.7173591057403422e-06,0.011773863245646807,112.16437939816771,0.01103274901330157,1.0874164311070022e-06,0.013137384406206917,150.4037522140759,0.009312537319833235,-7.060527507152875e-07,0.01824993854557843,101.97477636397906,0.014051492042882668,-4.928430073884946e-06,0.007067334796553208,128.28640246307097,0.005863469013301569,3.1822073596448787e-06,0.022385749528953464,117.5611441108738,0.02222592511415525,4.340356413087889e-06,0.012472583087591914,101.18761001458383,0.012106494564224737,3.265408396473691e-07,0.02052594892661945,69.87476794255247,0.019699456811594206,9.991854757533545e-08
15,280,300,0.003476218093482061,112.00940783301701,0.002736248993448481,5.151182527475602e-06,0.011721708826679667,118.95806361087494,0.011044052733770102,-4.9402255154664365e-06,0.015152761873489368,152.28540841270356,0.010538467849910662,1.5337091753476183e-06,0.01934654398375701,106.7547133671579,0.014785969366686517,1.5771025256635276e-05,0.007838938953346647,143.4144626427794,0.0061696098511018465,-1.0064192517702877e-05,0.022420869227769223,122.11169423336236,0.022267765749454042,-5.450382360601702e-06,0.012495148334394043,96.05692386605799,0.012082495517172921,5.083349563242701e-07,0.02067312295236955,67.9084270627244,0.019737871304347825,5.263947499193969e-06
16,300,320,0.004095829953241536,114.87521290027628,0.003038585257097478,-2.816566073350893e-06,0.012201651155769986,106.46455998798233,0.011129572312884653,1.579394848441967e-05,0.012591562516897302,148.39677104454148,0.009089197935278936,-4.967571641523383e-06,0.018811529875904072,105.46487891545084,0.014385697379392496,-6.069696653224547e-06,0.007550122247440791,138.86311550682282,0.006000247448878302,-6.125668126601568e-06,0.0224003562059342,123.3437627462444,0.022247685372245384,-1.6596153738863924e-06,0.012494427632674644,94.4793939418202,0.01209094592019059,-3.343636587871613e-06,0.02069734762986619,69.23184269492737,0.019748014953345244,-4.971833892209033e-06
17,320,340,0.0040664089134132535,113.99639247889519,0.003127158912050824,-1.0201468255223283e-05,0.012069617162955045,103.65422417174098,0.011104966912844946,2.0785106273305006e-06,0.012425973808521932,147.90910722926475,0.008853675493349216,4.3615793428411415e-06,0.019678947078941373,105.77420366778055,0.01489047805439746,-1.4816408596488783e-06,0.008481966139113296,147.94049268916288,0.006386438177486599,1.5706365613347687e-05,0.022429379232460987,119.08567000326393,0.022261321060154857,3.421265472416565e-07,0.01249732423823255,103.74267279748844,0.012085914417311893,1.478473045128941e-07,0.020746494071059537,71.57727700570726,0.01979144859638674,2.0379978003796155e-06
18,340,360,0.004264182844014502,109.35092849954555,0.003265684240619416,2.733940369072894e-06,0.013602059730361006,113.73096876678515,0.011584154500694858,-3.3393693628408626e-07,0.011068296254592798,141.196046527382,0.008012621957514393,1.1966593355817603e-06,0.01805045987477682,103.40700692787308,0.013989790383164584,6.531555516508269e-06,0.0066458725867036324,121.30077286210236,0.005532321496922772,-2.3203448376915185e-06,0.022413070250055307,117.10130382563835,0.02225008418900139,6.259927009737908e-08,0.012555168840932836,99.1680013522699,0.012153840758387931,-3.827170124469475e-06,0.020638210841100717,74.52387608219458,0.019731647186817552,5.45733562802339e-06
19,360,380,0.003997911545402924,110.84362927243258,0.003082519209847131,-5.160230740563522e-06,0.011873791727183064,100.14505524934115,0.010926347159023226,-1.5560744721540976e-05,0.011707391935433454,142.19396654915607,0.008440426829461983,-9.637584640423225e-07,0.01938456582449801,105.84319306325779,0.014740290085368275,-2.1723591714329037e-06,0.007061422772509261,131.04061367622626,0.005786598614254517,-2.3481515187702555e-05,0.02239331490839057,120.75255561592398,0.022237921540599562,-1.3727452239039784e-06,0.012464538640647354,100.23694643806489,0.012091552451856263,-3.4895731667091807e-06,0.020509290492447933,69.5203399833154,0.019721576791741115,2.6812774689335917e-06
20,380,400,0.003824650194585879,107.38009699658369,0.0029913929045066504,-1.1828319571702393e-06,0.012142886326970815,101.15847096497887,0.011181217244391502,5.773132655808185e-07,0.012322785296561063,144.2974768040011,0.008807755787174906,-3.1156922110959183e-06,0.019718861666786745,105.69612339445908,0.01492372833035537,9.913947669311498e-06,0.006684937868140002,120.9089888650121,0.005593469696247767,6.852118413738112e-07,0.022385997493797664,121.08968675082477,0.022233116259678377,-1.0626598119018311e-06,0.01249572839577587,99.34634526748891,0.012089839757792337,4.8307241053211e-06,0.02056356187413699,67.3270430527275,0.019707886785785188,3.35815567498282e-06
21,400,420,0.003523079483508444,105.84494948270797,0.0027856808933889214,4.392440360927252e-06,0.012170777778214953,100.71093407369933,0.011146780635298788,-6.030512764912417e-07,0.01307415624536244,148.00651484782125,0.009260392705975779,2.797964623160853e-06,0.019891464983682206,107.08477818202016,0.01498897527099464,2.274571845202499e-07,0.007346502778204657,131.35133864551995,0.005970310025809013,2.2440425116094506e-05,0.02239998629615512,121.74413188935053,0.0222399679729998,1.6266648821628528e-06,0.01243120912291126,99.56855767788574,0.012036555731586261,5.226563407949368e-06,0.020564469677945618,69.0542014101786,0.019731566853285684,-3.5445626760679977e-06
22,420,440,0.0038621226170580366,108.77379614268841,0.0030012640792503775,1.0208066120899978e-06,0.012203763585738821,100.62022885119111,0.01118326565155245,-1.7813147266895662e-06,0.01273670529119933,144.5919458851123,0.009112928924799492,-3.1376086027792935e-06,0.01950866225970543,107.01090858320325,0.014667343008020329,-3.605244660225855e-07,0.008526313651061431,140.4242161899097,0.006536666354323831,1.4054573085922167e-06,0.022461769456806828,118.55910980663762,0.022293339029619625,-6.471693619563813e-06,0.012496281330444592,99.95647532279136,0.012078596521877235,6.23783448095387e-07,0.02063128586625691,72.93592651285783,0.019728623882315572,3.0222992858417882e-06
23,440,460,0.004071315112050171,111.88204262335998,0.003140788246972404,-6.8867169797681085e-06,0.01219613060683279,100.70463009477164,0.01115391194361723,2.1054323084622747e-06,0.013934124424464275,141.6723714609371,0.010049822314869962,6.4544723068640565e-06,0.01880157567420099,107.22097484326717,0.014341643855469526,-3.5600249482214827e-06,0.007574988800188574,143.5560241646475,0.0059876712686122695,-2.0976795021101425e-06,0.022388590288941874,121.37169996012749,0.022241253917014092,-8.999461473726237e-07,0.012482170992102129,96.0222018759525,0.012073631340083381,4.068127583823065e-06,0.020645156389006877,74.75250187806425,0.019695824252531267,9.595627654012097e-07
24,460,480,0.004132851914056117,110.57946768555918,0.00321228790501906,1.2806402086524121e-06,0.01224459227364781,97.39300659099057,0.011160759760165184,2.7579118201299387e-06,0.012538315457959592,136.15909828599757,0.009136186872617535,-8.803646408490637e-07,0.020495850111392787,106.6066088956515,0.015226787853398982,9.589388378003585e-07,0.008007370417511789,143.25589592686154,0.006209717673919949,6.347745093946744e-06,0.022420450093161848,119.8689717188002,0.02226291129288437,6.053263060211777e-07,0.012479006910196754,103.01022988772382,0.012012839989675984,9.478770027770418e-06,0.020559057299101364,68.25219609929543,0.01968005014691868,-4.664778233863424e-07
25,480,500,0.003982929202963235,109.21630968510954,0.003104639205876514,-1.961772506936378e-06,0.012327474421249965,98.59937157084036,0.011206222632519358,-3.617942091965768e-06,0.014320379066462179,139.19282031269063,0.010347158995433791,-1.8071528965075447e-06,0.02223913546293605,109.55060992848556,0.01637105027595791,-5.359599270967146e-06,0.008620745275255878,152.15177703922865,0.006509380774270399,1.2767626722740285e-05,0.022421824118962513,122.17135673355048,0.02226902524518563,1.967169583788412e-06,0.012453795111098231,96.86350813379374,0.012024399452054796,-4.722948985767478e-06,0.020501388117265085,68.29143295726718,0.0196344161048243,2.8623563370511786e-07
26,500,520,0.004650985378305867,117.13693293613645,0.0033264713826238884,2.711665889531457e-06,0.012211054616451493,97.99067701902898,0.011102401266677255,-5.126938292915509e-06,0.013716831667701922,135.00375759692756,0.00995248022156925,1.9745197939197673e-06,0.022060990300583058,108.33126781868731,0.016255690859275727,-1.8731936177183245e-06,0.009001933822499591,149.63119656055338,0.006508486058608641,-2.3640011073908023e-05,0.022625997397435507,113.0225375543317,0.022371182532560357,-1.8510926041197302e-06,0.01244706675730505,97.86470123275124,0.012039413111499366,2.4007596626140984e-06,0.02067839038285015,79.77818096761956,0.01974206824968234,3.962810667139727e-06
27,520,540,0.0038537087102775746,106.88217051575764,0.0030210906690490372,-7.444673729151808e-06,0.012230089509403675,98.3256055444727,0.011157743970617431,2.445679302317575e-06,0.013731179608907193,138.1534439908487,0.009949492273178479,9.734699797759539e-07,0.020483756829654042,104.59782355400597,0.015337409608894185,1.0177696956358853e-05,0.00810579468925941,138.7210101582007,0.006136019833234068,4.686990253473748e-06,0.0226148870652961,107.70539960049581,0.022355772261266626,-3.8053265211139536e-06,0.012523962016794224,102.71505467317374,0.012103275592614652,1.1021738930067655e-06,0.020482745905001945,71.48430871908069,0.01965031176096883,-2.0174940920877966e-06
28,540,560,0.004570322927984684,112.05083209683133,0.003530638517430318,3.098910691781256e-06,0.012246727992246534,99.30034868658454,0.011107990780592393,1.7238771620095815e-05,0.013440678018650882,135.4257862795413,0.009844166783133487,-2.597914126530094e-06,0.02094662940172152,106.37493197296939,0.015516985579290082,-1.2212870430568952e-06,0.007711948236608752,142.8546622299218,0.005995237667751925,1.2223471363121084e-06,0.022440350308833932,120.87258729049006,0.022285161959024854,3.0735093406432935e-06,0.012516346726896744,91.79069691340716,0.012066481021202254,7.032120623900792e-07,0.02090661643940529,78.06114987358298,0.019799385916779162,2.297125360760245e-06
29,560,580,0.004068810310885314,112.99000082892042,0.003181749259479849,-3.570509750813441e-06,0.011795231564933206,106.0321102424702,0.011009909565217392,-1.4753787171241975e-05,0.012995218315704188,139.63476158127168,0.009308505161802661,6.688616099756349e-06,0.020155335783441752,104.94359442380512,0.01511974237839984,1.6563336510892448e-06,0.007999631386679444,145.51968603024608,0.006156886805638276,8.050569072941498e-06,0.022435456339759553,120.18441694504862,0.022268725892396268,-4.471055418458161e-06,0.012575470376658474,97.80574395969383,0.012107574492753624,-1.2740467800411998e-06,0.020676296267955488,67.31320243193403,0.0197291135993647,4.017912821219333e-06
30,580,600,0.0036960851095649175,111.11201521814883,0.0028995003454437168,2.2082512359857985e-06,0.011816607058506193,107.742479399817,0.011064179726027398,7.040186722912096e-06,0.01230975911350537,137.9158039763085,0.008964729112567004,-1.5881954567146336e-06,0.019576980106711002,104.69764563897277,0.01481869301171332,1.0553297689238456e-06,0.008681793045533435,148.38298402464335,0.006473464995036728,1.0651867244777245e-05,0.022418912155400962,121.18475925573208,0.022248051391701405,1.6639427217345577e-06,0.012532389430722305,92.68831341164419,0.012104128771093904,1.625068621776325e-06,0.020754290897241817,70.90346480359207,0.019767481762954137,-6.74115651370235e-06
31,600,620,0.004860696846349867,105.41062726667653,0.003653121878102045,2.596032666375448e-08,0.012900950716602574,103.28559627753162,0.011519894131427436,5.313304650617064e-06,0.013578234620702302,136.28000376154696,0.009831980627357554,-5.986377447806351e-06,0.019910878579611553,105.35904869494262,0.014865052642445899,-4.30650562948045e-06,0.008886746754025673,154.74926133733965,0.006567243101052214,-1.2845132958404914e-05,0.022446041969929956,120.89214129207251,0.02228959903911058,-1.0390044249424346e-06,0.012525467625725827,94.99779710743884,0.012085154599960292,-3.496467750414723e-06,0.021005986299454098,82.20547340997088,0.01983870074647608,-2.7595274393063063e-06
32,620,640,0.004698954401210629,100.65864988631807,0.003451402128250943,1.9666053638313593e-07,0.012885662077416907,100.04792927938458,0.011490309573158624,-5.237494219630906e-06,0.013997336096168168,138.59165340839954,0.010225595739527497,-7.96010968115459e-07,0.019673483985468823,103.95069752911769,0.014859334524518564,-1.4717994458342752e-06,0.007766227198101487,147.9853317318076,0.005931021155449672,4.195423226343184e-06,0.022449530973576257,119.1939056295265,0.02228682663490173,-2.7234134925371674e-06,0.012454723839780071,95.61075916776014,0.012038601703394877,8.409637098915726e-06,0.020696281437195343,66.69936535358038,0.019736191629938456,1.529463523200876e-06
33,640,660,0.0054216462809994264,98.70346254677186,0.004015127404113397,3.837559401482746e-06,0.017604035997445956,113.71767347081699,0.013244384106249505,-2.4289209140447572e-06,0.013827499275592157,134.21588895396252,0.010082811827999683,-1.6257642857920653e-07,0.019504489816900315,105.32350998436901,0.014858531219725243,1.2848259672348442e-06,0.007947742611557774,141.87520527573363,0.005971231716032716,-1.0344648190235432e-05,0.02242848440076023,121.72025056033301,0.022267934924164217,1.6618426657649368e-06,0.012501258410992512,91.64419302255497,0.01205877049948384,3.3832922996885022e-06,0.02066619699744572,66.41273834194426,0.01971316869292464,-3.0126125279907808e-06
34,660,680,0.004852514876295287,97.92998677269081,0.003598098344252531,-3.4559243891681683e-06,0.017798008750927942,114.2549479457283,0.013226029533452451,3.4431182978842815e-06,0.01381875865584865,138.53809918670564,0.009995425328568591,3.501968757843381e-06,0.019955180223995554,105.41054458032474,0.015061759654556283,-5.032877049621961e-06,0.007979663629404981,144.34878945833015,0.006092106186221957,-1.121031638686338e-05,0.022434055701682897,120.8912005391181,0.02226721921778837,-1.643763299442632e-06,0.01257235845790706,101.62902996976578,0.012098523918999403,-7.6293896016613574e-06,0.02083735960619292,69.61414201859094,0.019765335882469728,-6.197812668702934e-07
35,680,700,0.003728925364868487,103.3333946301814,0.002949811979352789,-2.9042996147786767e-07,0.013869331571522037,112.39766041567405,0.011681731959499703,6.589921394670179e-06,0.01428840105533535,145.83478122666452,0.010340448123883265,7.715973384827312e-06,0.021759033242191,108.26315675005404,0.016194297311891998,2.4855879862895635e-06,0.010110733224106794,150.86301683178758,0.0072142420488385955,1.2307687815444076e-06,0.0224364850749882,117.85107125611799,0.022250338018661903,-2.6111562132780995e-06,0.012451198934726017,91.76961095530255,0.011993655358348222,9.510359173638628e-06,0.020703198918992107,65.95333795103318,0.019710478816756003,6.816879291060164e-07
36,700,720,0.003656387420895704,108.09645369859386,0.002899213750248164,2.602972871329124e-06,0.012136104590584137,107.77934882495721,0.011202251074052016,-4.473325823264493e-07,0.015549815651493116,153.38652484290952,0.010798176438356165,-6.001674048482587e-07,0.021299381933411684,107.61671156946286,0.015966339388524913,-1.9651569244738305e-06,0.00852664219084202,144.9260714976021,0.006437322696049236,4.098399649995365e-07,0.022463459702105098,123.9103718222531,0.02230321486996228,2.0703627677936934e-06,0.012514474044313802,99.32378538723515,0.012060495370260075,-1.223679461946402e-05,0.020699239958499698,67.85373583647264,0.01972538760373238,2.2971997118303063e-06
37,720,740,0.003855945798373216,110.35900761396786,0.0030247295771292436,-7.480544631134742e-06,0.011889038310663702,110.79751606441074,0.011114671300377209,1.3908812981765853e-05,0.01325953815624574,148.57809382477637,0.009534823970617431,-3.066511492356398e-07,0.020937187955367198,105.69907729254507,0.015616912015088346,-4.680064728954217e-06,0.0066513225648353125,125.95210818900486,0.005475464848123883,9.518904513450872e-06,0.022428212262240056,122.20070242988413,0.022278202588842565,-6.723154535290509e-07,0.01253762948636158,95.35594610346267,0.01212704199324995,2.0648040384278124e-06,0.020711902981599733,67.74508123466605,0.019712558209251538,2.1696323653262254e-06
38,740,760,0.003716040572804748,105.86867797073496,0.002947595410148495,4.961706932160564e-06,0.011982049491127491,108.0318714235162,0.011150277586754544,1.644153483738498e-07,0.012507816839345053,146.87267921180674,0.009054089287699517,-8.875894061549884e-06,0.020167971069680313,103.36830565632349,0.015147172143254188,4.338480786026345e-06,0.00875457926267736,148.32375150323156,0.006425417263559119,4.4202703356314856e-07,0.022433792866798374,120.67777816498361,0.022264935678551576,-7.226266089502214e-07,0.012607727183195935,89.69718030053923,0.012147353775907248,-7.989190252288565e-07,0.02084741142042907,68.65954835807587,0.01976660989438577,-1.3366738627811993e-06
39,760,780,0.0037800851747529624,108.36672963979062,0.0029729851379789556,1.3029902519901889e-06,0.01200054495033611,105.12794461730853,0.011119989402422079,-1.6548732352482995e-06,0.01150376191328833,141.9771922929403,0.008490465364304148,-1.1641949977108912e-05,0.01998725142082627,104.87196777609932,0.014986789144331943,2.6119937457366605e-06,0.007898134262532403,144.89144827965146,0.005930761250744492,-1.9738598906165814e-05,0.022432708598926713,120.22093350889959,0.022266393114949372,2.4902012125779556e-06,0.0125400366304868,91.90205667266011,0.012101383049434188,1.138113593076711e-06,0.02077341429917939,67.64090343092305,0.019746334556283503,-2.0633041355426738e-06
40,780,800,0.003909032243488675,110.39801070818972,0.003074314786579313,-7.007026222048109e-06,0.01174474821202046,113.38239660872854,0.011062953805836809,-1.2468694116860749e-06,0.012247679520216397,147.28546573862744,0.008819432463768116,3.994659757870396e-06,0.018062466185557534,102.47231973274042,0.01403479035537026,-1.1764992579574154e-06,0.006212167585402735,117.68506525459763,0.0052661876831447295,1.2420501552184216e-05,0.022412358813949596,122.6561867043457,0.022263207143140756,-1.3725182117989887e-06,0.01251826232407713,99.45728191358211,0.012080369422275163,6.038265704474869e-06,0.020768770434383667,72.72562382678275,0.01977704588842565,-1.2398140320538853e-06
41,800,820,0.003600712682294601,109.51706215473577,0.0028458958743646755,-3.858368018007375e-06,0.011770258803484781,111.8332913467438,0.01104899000952986,2.19757537382056e-07,0.012999882096860161,145.37014730891923,0.009216865077033037,-2.827930387770512e-06,0.018230617529296275,102.68822382296689,0.014137294782401524,5.591686471907887e-06,0.007017385646120205,124.90854442448754,0.00565312288754765,3.389640111075643e-06,0.022454840443462597,118.40696969783642,0.02227717461880559,-1.900001723600852e-08,0.012550506533821445,94.5779237921242,0.012107268908831004,-3.829956441753063e-06,0.020705726363620156,70.06699039045628,0.019737094945203305,2.5950209047737525e-06
42,820,840,0.0035065219499013497,107.78066846101913,0.002786020794123486,3.3899645695686868e-06,0.011800093384538213,111.22703286336379,0.011047038280722652,-1.366157066157545e-06,0.01339667430910725,145.5579710488248,0.009458439876910859,4.585791539313519e-06,0.019518073752104504,104.56768565117422,0.01488340749652571,1.82229997283663e-06,0.009499397789350756,145.89182760058654,0.006868166611078022,8.392654546654966e-07,0.02244586505311697,121.27485255684246,0.022284060516180263,4.024853466831e-06,0.012521075090611754,94.29007262165156,0.012105555294818344,-2.015556202933433e-06,0.02049728511908711,69.19495612852434,0.019681875552908477,-4.43692603499421e-06
43,840,860,0.0035414082010416987,109.73428766617108,0.0028076943736351,4.305156696736534e-06,0.011807621157257723,111.29369642322166,0.011100748775064522,-2.4721501796060754e-06,0.012156698610561283,145.77630393925028,0.008585189354774668,-1.598626750002459e-06,0.018689055258201175,102.41930918938705,0.01426384718681755,-5.950767143087262e-06,0.007938682145582503,135.70019710855752,0.006078417339686322,-2.445647997040758e-05,0.022510264814616876,116.14368549875174,0.022315890577724838,-4.463495838220143e-06,0.012483240356271361,102.21374997932426,0.01210694775858646,5.902113071082048e-06,0.02039470534681798,70.96429943541649,0.019643268135795117,4.695629585688248e-07
