Window,TimeStart,TimeEnd,S1_Envelope,S2_Envelope,S3_Envelope,S4_Envelope,S5_Envelope,S6_Envelope,S7_Envelope,S8_Envelope
1,0.0,0.2485588,0.007799107655105276,0.015426624256479313,0.01161269257382876,0.010524382005840658,0.006584352537454871,0.0028185762207628227,0.002812963977701008,0.003413409172663516
2,0.2493529,0.4979118,0.010061738142061606,0.018686776034648796,0.015519855829092509,0.013933514358374845,0.005314500356629261,0.0028999539370993454,0.0027790774036497426,0.005381062149078054
3,0.4987059,0.7472647,0.010286828796236656,0.020061249602276555,0.019454701677418935,0.019262181887338102,0.006332006160954549,0.0026815127224067052,0.0024495695910944303,0.004883052177992639
4,0.7480588,0.9966176,0.008463255950377224,0.01767114434710866,0.012996815164212012,0.012365165317936208,0.013790751914062064,0.003356062592800987,0.003537574050518352,0.004348222466939213
5,0.9974118,1.2459706,0.008128140153200967,0.018544367307589425,0.0146687448693748,0.012873040593283699,0.005397777272351891,0.002091537510475974,0.0020351716028456546,0.0033052456285939755
6,1.2467647,1.4953235,0.009232816185806568,0.018138432618424738,0.016301473415194636,0.016100815594091183,0.005296871040636576,0.002923584556600788,0.0026102875639242708,0.004461020320081587
7,1.4961176,1.7446765,0.009135245814012143,0.01720402489718783,0.01205674831488412,0.010735872710259558,0.00642132788627948,0.003481523138357464,0.0031953775991403867,0.004139990318735222
8,1.7454706,1.9940294,0.009098164049636915,0.01814849175747189,0.013947484533096334,0.012303714752565044,0.004049098300350015,0.002760676103859418,0.002625277557380153,0.003981434005232299
9,1.9948235,2.2433824,0.008506246185836064,0.01876846448753746,0.017837453049444615,0.017015099736221468,0.0036960434253649438,0.002637507308569267,0.0020875375319174706,0.003981338822126041
10,2.2441765,2.4927353,0.008396964587467732,0.017920480701595392,0.011163832507624904,0.009535185809362056,0.004059283314069815,0.002336128446019547,0.002662111881392839,0.0036543714234484642
11,2.4935294,2.7420882,0.008745269734199413,0.017397533652101414,0.01397712674030749,0.013866746626111417,0.0030798636235877795,0.0021044850255401413,0.0019500654294602555,0.003785704673549295
12,2.7428824,2.9914412,0.007353513873366573,0.015061855738375995,0.012541619856549592,0.01203846166942319,0.004044660384943813,0.0022224033803192335,0.0018627774247397108,0.003252143149551457
13,2.9922353,3.2407941,0.008345147161394862,0.016648394698736666,0.010653442407263987,0.0077543882031918575,0.004681414591838799,0.0023863741510139033,0.0023263444425974896,0.003214822005461008
14,3.2415882,3.4901471,0.00920335817604819,0.018019938259282817,0.015707032092601516,0.015859191290095904,0.004565610152309893,0.002774321616285516,0.0022370421099328075,0.0041129711051890476
15,3.4909412,3.7395,0.009257691279016622,0.020009572978366436,0.015247643259896918,0.013130242034820296,0.005558315498129872,0.003732664883354548,0.0027521722020590867,0.0037537708190896104
16,3.7402941,3.9888529,0.008940702702165387,0.01749709164799699,0.016527869998973984,0.016118680976392616,0.004360959219680633,0.004018122397703442,0.0026346475815722157,0.0036521142219556107
17,3.9896471,4.2382059,0.007757708084408648,0.017632085389033807,0.012742893690679387,0.01035617011836987,0.004652971313351305,0.0027650344707052547,0.0021042939067447723,0.0027887470230192855
18,4.239,4.4875588,0.00788619869287806,0.016555538524071375,0.01518211942576443,0.01501332942518588,0.0032411600824715134,0.002940345098814453,0.0021755152004153456,0.003386830924005209
19,4.4883529,4.7369118,0.009069769652868442,0.016869648597017756,0.014398791748084706,0.014140006311297543,0.003871798973175601,0.0026114374714159916,0.0022065366950109397,0.003590061168334367
20,4.7377059,4.9862647,0.008596123951255608,0.017495445022488103,0.010537173285111317,0.007510868210322703,0.004260177738633987,0.002609598685954346,0.0026653192150453875,0.0036916546066667675
21,4.9870588,5.2356176,0.00831306428416213,0.017205842694687664,0.014321097406533433,0.01559297440438303,0.003719915206115846,0.0023838936330088487,0.001974107524306937,0.0031673898546536058
22,5.2364118,5.4849706,0.008101996020317935,0.016570319470920653,0.012602215700403931,0.011172669554541173,0.0034216390748193085,0.0019847217963028536,0.0016203351933839964,0.00232242575972901
23,5.4857647,5.7343235,0.008603624035530492,0.016377184255913457,0.013597991060046907,0.01248147691122833,0.005033308286752877,0.003015409921895101,0.0025479722475956514,0.004161432727102901
24,5.7351176,5.9836765,0.010474516507661269,0.021615507567076798,0.013040080741084531,0.010017806530778259,0.004052936230629898,0.00264423523204847,0.0025971213952332476,0.004059147752029517
25,5.9844706,6.2330294,0.00955996169951053,0.019562989840546583,0.015425558900185706,0.014168831754558875,0.003138479113787509,0.002747686159286323,0.002674187715124096,0.004434027769238742
26,6.2338235,6.4823824,0.009290046833100333,0.018026424419143268,0.01182310358001475,0.011328107937707393,0.00293680834193214,0.0024830202413755244,0.002859900907616521,0.004889894932285217
