Segment,TimeStart,TimeEnd,S1_RMS,S1_MAV,S1_IEMG,S1_WL,S1_ZC,S1_SSC,S1_WAMP,S1_PeakAmp,S1_Variance,S1_MNF,S1_MDF,S1_TotalPower,S2_RMS,S2_MAV,S2_IEMG,S2_WL,S2_ZC,S2_SSC,S2_WAMP,S2_PeakAmp,S2_Variance,S2_MNF,S2_MDF,S2_TotalPower,S3_RMS,S3_MAV,S3_IEMG,S3_WL,S3_ZC,S3_SSC,S3_WAMP,S3_PeakAmp,S3_Variance,S3_MNF,S3_MDF,S3_TotalPower,S4_RMS,S4_MAV,S4_IEMG,S4_WL,S4_ZC,S4_SSC,S4_WAMP,S4_PeakAmp,S4_Variance,S4_MNF,S4_MDF,S4_TotalPower,S5_RMS,S5_MAV,S5_IEMG,S5_WL,S5_ZC,S5_SSC,S5_WAMP,S5_PeakAmp,S5_Variance,S5_MNF,S5_MDF,S5_TotalPower,S6_RMS,S6_MAV,S6_IEMG,S6_WL,S6_ZC,S6_SSC,S6_WAMP,S6_PeakAmp,S6_Variance,S6_MNF,S6_MDF,S6_TotalPower,S7_RMS,S7_MAV,S7_IEMG,S7_WL,S7_ZC,S7_SSC,S7_WAMP,S7_PeakAmp,S7_Variance,S7_MNF,S7_MDF,S7_TotalPower,S8_RMS,S8_MAV,S8_IEMG,S8_WL,S8_ZC,S8_SSC,S8_WAMP,S8_PeakAmp,S8_Variance,S8_MNF,S8_MDF,S8_TotalPower,ConcentrationIndex,PatternStability,CoContractionRatio,FlexorExtensorBalance,S1_ActMap,S2_ActMap,S3_ActMap,S4_ActMap,S5_ActMap,S6_ActMap,S7_ActMap,S8_ActMap
1,0,20,0.008568617037471131,0.007135420890490542,0.1427098634461267,70.7835819409913,2643,7700,117,0.04470116464898016,7.342118801190371e-05,72.28482974026177,49.99949350511557,23286.79982428619,0.029308611169941545,0.016312976761048776,0.3262628402301666,248.42332840301063,4026,7623,4380,0.34800363332517065,0.0008589946350379701,127.98682495297321,122.0987631394922,272445.00747529336,0.00971237934939978,0.007206217286238747,0.14412580570444103,77.6094497395724,3214,7771,210,0.11472018404587345,9.433031259176924e-05,76.56885927440445,49.99949350511557,29918.490418780686,0.0146884136979199,0.010715109651136624,0.21430436390401306,126.1678826623269,3124,7262,1268,0.18005311418293904,0.00021574949693382566,100.93279594355407,69.84929242664644,68428.68499564298,0.01743877861801151,0.010915067014634502,0.21830355168533366,187.85114051778845,4885,8745,3351,0.18375227598610785,0.00030411099795484844,135.30303849770428,115.84882645135276,96454.06357323252,0.01291825324731327,0.007389305019471999,0.14778759746268194,128.65575292799446,5182,9013,1513,0.2796432395221038,0.000166881266328515,132.20922810793698,112.64885886702537,52929.28033074857,0.009997591863540873,0.007227687915994418,0.14455522264950418,74.43594843303384,3181,8186,105,0.05245584559783338,9.995176923226989e-05,66.79591548356336,49.99949350511557,31701.432579407137,0.010493835545097563,0.006489416945479646,0.1297896536655056,101.79418193916757,5050,9067,996,0.09938073759304857,0.00011012058305844515,111.87198747131963,94.99903765971958,34926.647785218476,0.15030633092896767,0.984630637784381,0.8164751905970256,1.224776957728228,0.07574368969516049,0.2590782550024364,0.08585416344616278,0.12984063173603327,0.1541529316258363,0.11419300933733581,0.08837534604468573,0.09276197311234928
2,20,40,0.009064595098384363,0.007688551626829963,0.15376648475835883,74.88091201292221,2564,8139,6,0.031073866370790605,8.216688346506956e-05,68.09026436168146,50.001478793720096,26058.578999653473,0.02357663348203607,0.01291969733524787,0.25838630470406226,197.7953508075303,3556,8490,2898,0.17896168040961447,0.0005558576074338086,133.29281660299606,128.1537901483046,176285.8558707538,0.007376546793915625,0.006188545806522209,0.12376725560563731,60.558449896506495,2628,8007,2,0.03242374455719283,5.4413441949775965e-05,68.39556174661305,50.001478793720096,17256.793928348066,0.011791965558218445,0.00964833704850697,0.19296103397883393,99.8161728746788,2856,7115,473,0.05778989927170763,0.0001390504474847044,77.88870114486946,50.001478793720096,44098.75265936946,0.01954042479837311,0.013130369663188559,0.2625996266501954,234.88908618143302,5206,8689,4376,0.1427263665316925,0.0003818282012891157,140.60586958316227,120.55356537165916,121093.80236890537,0.01260647507335082,0.008833097699815865,0.17665672921908165,158.613856993299,5269,8805,2411,0.08370464448610307,0.000158923213682612,135.29695977762992,118.95351805026012,50401.24371259247,0.008012073896743816,0.006389656663709731,0.12778935379231693,73.75202420478414,3334,8439,60,0.05297560398066254,6.419332812143467e-05,79.70248939558739,50.001478793720096,20358.407688837455,0.013853487070592446,0.009508149268191369,0.19015736129359315,145.00448528417124,4527,8397,2059,0.1189376724657277,0.00019191909552922014,113.89475248999526,97.75289104172279,60865.62738522617,0.14541016852695932,0.9769101745323471,0.9592183012533148,0.9592183012533148,0.08565872705944597,0.2227947735666956,0.06970698653422158,0.11143186742294256,0.18465335696326962,0.1191288298891956,0.07571259870433864,0.13091285985989046
3,40,60,0.008675123854778128,0.007207750369423435,0.14415074400416908,79.66851009875316,3090,8514,18,0.030980670540276027,7.525777341028121e-05,76.1269651369409,50.001478793720096,23867.40924138291,0.024680107797340017,0.013367394169193908,0.2673399765703085,203.33233561876716,3498,8523,2946,0.21682118480495083,0.0006091077206865832,133.0543874348913,130.25385225764086,193173.70927860294,0.008876832517496486,0.007535783002003942,0.15071120262447904,65.12210051658118,2368,7334,0,0.02666670846102997,7.879815476744943e-05,61.825445787748286,50.001478793720096,24990.213264050846,0.013917115440842742,0.01192158913108925,0.23842473100188655,95.8829510341493,2232,5555,109,0.05600024773199784,0.00019368610135751335,60.3337821370591,50.001478793720096,61426.01934641089,0.012664835735678422,0.00865192743935593,0.1730334311720909,137.54518918028535,4689,8347,1551,0.12785502484177763,0.00016039805588595856,122.98013666386345,102.30302561195133,50868.97828456596,0.00804477460644713,0.005693893056741429,0.11387449319712017,95.12371292254738,5015,9015,517,0.06104916355661335,6.471839840918216e-05,122.7018270512069,104.00307589093781,20524.929589104675,0.007265802074316886,0.005670166508065126,0.11339997625784753,74.37928093260656,4002,8821,68,0.0568875585780502,5.279187975580955e-05,89.82613267398285,53.45158083048678,16742.528268603422,0.014050863230020841,0.00978229172363615,0.19564004824722803,145.7690389001319,4611,8181,1928,0.10731512854889663,0.0001974267574638488,107.71706801370294,92.75274316235078,62612.33892611016,0.14859124734957543,0.9949170060353534,0.7484753283667959,1.336049382124647,0.08836346958693218,0.251387760135701,0.09041804282207018,0.14175758497296795,0.1290020576175087,0.08194282965527712,0.0740083359461142,0.1431199192634287
4,60,80,0.008793503144897607,0.007140415426384083,0.14280408497200042,83.9240897540011,3387,8367,61,0.044644709738639404,7.732569464724329e-05,81.50731064589567,50.05148027251382,24523.234150956676,0.027516268299082148,0.015694208121205824,0.3138748793001084,236.05048447660246,3552,7862,3588,0.21282236991578507,0.0007571450176411188,129.8885014606886,126.95375465725533,240122.57036355414,0.010723454349170988,0.00905094905513186,0.1810136274663262,75.67996400700301,2286,6582,15,0.07014041513220841,0.00011499247263525446,61.24532843791405,50.001478793720096,36468.95569314304,0.016524329402876452,0.014408841588800368,0.2881683089462953,106.90031457302753,2081,4500,54,0.045688298533102946,0.00027305346177609245,56.612557607114226,50.001478793720096,86596.75169310793,0.010660925097442084,0.007864043124777372,0.157276210914087,112.89678766613258,4414,8084,772,0.07244099106064239,0.00011365530694347526,102.01761506912565,81.05239712462028,36044.88414088966,0.006953305018548173,0.005044939526330551,0.10089580644491192,81.27734259956118,5032,9009,146,0.04316613786451838,4.834845047131016e-05,112.14044753724062,95.65282893238656,15333.329718572924,0.007392331798956462,0.005690369225263583,0.11380401865190956,76.86401144655608,4267,8691,89,0.04877497589002405,5.464656645402873e-05,92.20691491825622,65.55193869856704,17330.727526102302,0.01498200640024878,0.010648090655176962,0.21295551475798152,153.6949073035872,4485,7873,2045,0.11526441276770222,0.00022446051394161488,102.53423950435254,88.90262929523433,71185.88156427944,0.15516308468034948,0.9919716900226754,0.6291709646769905,1.5893931159289731,0.0849235379047728,0.2657392412773409,0.10356210339452004,0.15958423978166103,0.10295822514578844,0.06715176563606023,0.07139168081125949,0.14468920604859706
5,80,100,0.010330700363709299,0.008051171534662822,0.16101866842534274,100.17592404036627,3807,7704,192,0.05749055929039969,0.00010672336857502753,87.13160653358463,68.1520155958405,33846.474563000345,0.027905996171001302,0.01601700766403254,0.32033067922071506,237.57096945254648,3543,7624,3520,0.20652177276245567,0.0007787445887895346,129.1207435715803,125.6537162086186,246972.70398665685,0.012854414468756865,0.010849740619702827,0.21698839477254606,88.97222759810332,2257,5889,28,0.043501899335712156,0.0001652359595688691,60.7749190143842,50.05148027251382,52403.28127863573,0.0205660300508094,0.018067481042900173,0.36133893394307665,127.29058017782918,2027,3441,132,0.05084025786052229,0.0004229615661638871,54.50185544804146,50.001478793720096,134138.92459952366,0.010414276114991192,0.007777673771926496,0.1555488749445412,103.33836083584175,3987,7757,436,0.059707593890825895,0.00010845714675680175,92.80723778548236,74.75221079661155,34396.32863817463,0.006493792304196642,0.004721788619574921,0.09443297945355869,74.30110600409928,4855,9089,80,0.04424114392137202,4.216933659289062e-05,108.34696952432644,90.00266182869618,13373.672489792883,0.012076709605309538,0.008837877295860943,0.17675231831285218,122.25372930382409,4128,7610,1249,0.07501073548422228,0.00014584690593183642,106.77725120223289,91.60270915009522,46254.19584881138,0.015556426010824053,0.011367339194267422,0.22734006010428426,160.35520938303054,4347,7532,2217,0.1045627171890158,0.00024200239018243823,99.75161497711906,85.85253908881741,76749.14925250773,0.1490248178113622,0.9985914481004453,0.6215877912514481,1.6087832066113963,0.08890574436101904,0.24015829269757266,0.11062476370765069,0.17699073110680993,0.08962499514912149,0.05588541126975091,0.10393185544938201,0.13387820625869323
6,100,120,0.010787053170768274,0.008355262621772889,0.16710694521171582,104.31803095550575,3891,7617,263,0.05739101830926561,0.0001163605145361816,87.71716593634288,70.79928280324364,36905.7500354767,0.025737084936538437,0.014119677372611565,0.282396408098953,209.5603616852326,3515,7974,3020,0.20573747778289,0.0006623975268122041,129.78330477880175,127.09871249000378,210090.83385669615,0.012028519229883496,0.010249516745080341,0.2049924114537618,82.2353280091078,2191,5956,10,0.04224390612095197,0.00014468526000821868,59.49734074895167,49.99949350511557,45889.43311517234,0.02064742686631482,0.018179917909128873,0.3636020414340566,127.62849702398773,2011,3415,132,0.04837167368273376,0.0004263161731569049,54.334511397623665,49.99949350511557,135213.54881252203,0.010318811362404656,0.007727984128925066,0.1545612482681329,102.08109535487688,3994,7732,441,0.0654267267170097,0.00010647784963450482,92.7985898707256,74.99924025767335,33771.291870796595,0.006672746527109531,0.004891582152454801,0.09783263408366989,76.15210902716854,4745,8893,98,0.039880898821056915,4.452554281245205e-05,107.19350819496356,89.6490918546722,14122.046225303444,0.012982691897611946,0.009526232349532376,0.19052657700537956,129.07795554753656,3972,7582,1469,0.07266961589694293,0.00016855028791778822,104.8341471380003,90.64908172477452,53458.639587221056,0.015891960484523838,0.011609921833765167,0.23220078884553755,163.11202712603273,4329,7449,2267,0.11566154243385982,0.00025255440747988886,98.73736866005149,86.44912427034481,80101.99922432294,0.1451534050308631,0.999735523215875,0.6628057003047233,1.5087377787189404,0.09374642000918354,0.2236717976704774,0.1045355573910541,0.179439400221348,0.08967709796749111,0.05799045287367192,0.1128279306883838,0.13811134317839024
7,120,140,0.010920075489125793,0.008455550257501688,0.16910600369210793,103.95105845089182,3806,7521,298,0.05433944650702806,0.00011924804586069528,86.68565793128505,69.9020673536207,37818.57717575778,0.026336273248584296,0.014436153769911426,0.28871453641336153,214.4401476665527,3542,7895,3101,0.20392344472359558,0.0006935992857679184,129.60078349350437,126.20373247534953,219969.54271692882,0.01164331268597327,0.00989638704921779,0.19792188727147647,80.96442512061797,2266,6071,9,0.037954207130085446,0.00013556672167829592,60.177163909198704,50.001478793720096,42993.91649775431,0.020376873689292682,0.017926374524629776,0.3585168870421734,125.91585938419297,2022,3446,121,0.05308301678498887,0.00041521694659333875,54.44369526783133,50.001478793720096,131682.7795884111,0.009907978808405387,0.0074174650398779775,0.14834491336703365,98.65681371759356,4060,7754,359,0.056734935816801724,9.81680305428424e-05,92.97730408013527,74.95221671178643,31133.21658632156,0.006674050327467305,0.00489737384295972,0.09794458006259611,74.96570002353185,4759,8876,78,0.04085568032818497,4.4542947162918065e-05,105.7972001059249,88.50261746488458,14126.444360223717,0.013537974931649942,0.009936820761798802,0.19873053760655596,133.8863354439133,3940,7448,1603,0.07880432021900535,0.00018327671872316842,104.21139397719477,91.85271654406382,58124.765747933925,0.01609370045833744,0.011738842220126715,0.23476990087743257,165.2477978463996,4400,7543,2246,0.14758999463704556,0.00025900719419147606,98.62100681437367,85.40252577967392,82142.08871858245,0.146095866319319,0.9958651669857213,0.6670902990528444,1.4990474324388032,0.09455409845260793,0.22803895230405383,0.10081642156414708,0.17643805877462665,0.08579061606755566,0.057788868984414245,0.11722181003335197,0.13935117381924267
8,140,160,0.012551690019375963,0.009040400313874578,0.18080265888076094,108.85166240568591,3690,7280,386,0.19904281163913076,0.0001575449181146293,89.254982219311,75.70223889369223,49964.12814451306,0.02328581454463176,0.012854390010897242,0.25708019684633165,186.08265175209408,3443,8003,2644,0.20788224949426753,0.0005422291201491453,127.5974287192505,123.70365853566352,171963.6886231162,0.011416885813432878,0.009674525453901102,0.193484786596275,78.35503474202622,2214,5968,8,0.04406847295917181,0.0001303452804546344,59.90060326670769,50.001478793720096,41337.977597787714,0.02070738572857047,0.0182139463292564,0.3642681530359852,127.42790601912016,2014,3238,120,0.053329638283879176,0.0004287958209106215,54.21200446795983,50.001478793720096,135989.2124747662,0.009949701648160902,0.00741128817111234,0.1482213796453387,96.30489821990739,3956,7859,302,0.05555013611275427,9.8996560388101e-05,90.12043161547264,71.50211467501974,31395.978291716172,0.006682482403883771,0.00494575822662067,0.09891223911645247,73.88593667021289,4574,8700,75,0.04108219907938932,4.465557078525626e-05,103.2965888109207,85.65253317364252,14162.16205372945,0.014424992149387215,0.010517630220655915,0.21034638323490684,139.85870200451583,3897,7292,1819,0.09896474885596018,0.00020808039485072829,102.47508791274021,88.95263077402805,65991.05599279408,0.017872849171521397,0.012933999914035491,0.25867234781983944,178.00888037821838,4215,7324,2815,0.13840471519160674,0.0003194387367205664,96.91394951594563,85.1025169069116,101307.47577789173,0.14125657104445688,0.9883869347377439,0.7199638999520722,1.3889585298187446,0.10737870287365488,0.19920827851063821,0.09767054377622406,0.17715002649092493,0.08511890074644314,0.05716810177732045,0.12340465256652848,0.152900793258266
9,160,180,0.019795635113083583,0.012654625477098625,0.2530850243310799,170.0523589678725,3818,7583,1790,0.1883687791296791,0.00039186716945751893,114.75462745279624,97.60288660534164,124277.58194115301,0.023285992746258567,0.012817623997707054,0.25634489832962454,190.22024999586134,3628,7967,2642,0.22204787516274488,0.0005422374534882151,132.05907523970967,127.6537753603674,171966.33147587304,0.011168212158452784,0.00946270988166615,0.1892486004404856,78.62942964183853,2294,6238,18,0.0491934107348095,0.0001247289623955101,61.32108683887822,50.001478793720096,39556.80662404513,0.021757183094792968,0.019150415796208204,0.3829969884533373,133.1456842467631,2018,3161,202,0.05688852330375945,0.0004733750084155875,54.027562667751816,50.001478793720096,150127.15017362474,0.009980777974139309,0.007517597874487831,0.15034751083065964,97.47049076636372,3872,7660,342,0.05381753123356077,9.961592552787999e-05,91.45078745199767,74.30219748746806,31592.405060554538,0.0066009571220601035,0.004929288652194095,0.09858285736967415,73.03184363356166,4529,8892,67,0.03735838099263815,4.357263271715989e-05,103.00449869680973,83.3524651491314,13818.716787106703,0.01831003124644661,0.012498763554259995,0.24996787806663368,169.3223788354953,3790,7187,2530,0.15061002303516433,0.0003352572397082694,109.9251510927387,99.35293836312184,106324.18923199945,0.018065784713492756,0.012845031039175852,0.2568930229477356,174.97402848482454,4230,7335,2705,0.10751727536122942,0.00032637257686834537,95.47933461306928,84.50249916138696,103506.48849009567,0.14051505945895587,0.9975655459766014,0.696745496500944,1.4352442965501755,0.1534966888440588,0.18056115717323332,0.0865990697867246,0.16870666409775176,0.07739162509140902,0.05118426641275883,0.14197721633610222,0.14008331225796133
10,180,200,0.02129871886924249,0.01341825584999026,0.26835718010155163,184.11767503369273,3804,7683,2228,0.1309963237659573,0.00045363542544184704,115.24205492531192,98.65291766000975,143866.8971294636,0.02087734148327053,0.011459543167922233,0.2291840850387306,166.33549931564664,3451,8123,2190,0.20098273602587072,0.00043586334115078957,131.52202400365223,125.30370585706257,138230.62077386957,0.010634301456850704,0.009095984682985316,0.1819143133848217,73.90107541509651,2180,6251,5,0.0397073380119235,0.00011308836493883509,60.125551402613,50.001478793720096,35865.082955873084,0.02224735766843015,0.019627664282002535,0.39254167587674743,135.74350318785685,2004,3058,164,0.0849398993546031,0.0004949449148815359,53.79772488647937,50.001478793720096,156967.8758766629,0.010046697035718616,0.007490426632907584,0.14980410207084394,97.29553724022492,3988,7614,317,0.07814715467415623,0.00010093612132638482,90.82202838175516,73.4021708691811,32011.094745005983,0.007069033205433077,0.005257976068815769,0.10515641128350271,76.61752813588978,4350,8784,83,0.042153570596007855,4.997122843148064e-05,100.77508450038292,82.50244000963816,15847.980948979832,0.01699746897452893,0.011760159735246372,0.23519623857051566,156.22915546129474,3843,7191,2183,0.12031243515413174,0.00028891392893017336,105.26787105057483,94.90280675048075,91626.77375159004,0.019019124702970815,0.013349115434777032,0.26697441269384226,179.19126323252505,4139,7226,2845,0.13423256033481443,0.0003617271043448412,93.71383527756325,83.25246219154397,114718.89802043089,0.13990898017832532,0.9970085167417164,0.7078862012903397,1.4126564385309295,0.16614955658742758,0.16286242620812977,0.08295731224587127,0.17354980994605906,0.07837345841788838,0.0551449474400373,0.1325958594300645,0.14836662972452205
